-6	-6	1.46324609241599
-6	-3.31778097586603	-1.9544940381099
-6	-1.99983785115175	-3.32256991803766
-6	-1.46389303890238	2.96095946243077
-6	0.170480872583799	2.76188224915503
-6	1.76811218064656	3.68061265381082
-6	2.26745755237874	0.552840533458088
-6	2.84994671533348	4.28706146743477
-6	3.4696253042061	-2.75018156401356
-6	4.18910503489389	-3.79738031830517
-6	6	4.17011515664408

-4.30951355505246	-6	-0.588469251798685
-4.30951355505246	-3.31778097586603	-3.5927794308368
-4.30951355505246	-1.99983785115175	3.70516605149264
-4.30951355505246	-1.46389303890238	-3.19906027903737
-4.30951355505246	0.170480872583799	-4.54324593280593
-4.30951355505246	1.76811218064656	4.07669811932216
-4.30951355505246	2.26745755237874	-1.07850247345795
-4.30951355505246	2.84994671533348	-1.75181094871453
-4.30951355505246	3.4696253042061	-1.83125455716218
-4.30951355505246	4.18910503489389	-2.20397238023764
-4.30951355505246	6	1.69613694152615

3.91126830778609	-6	-4.68685656305722
3.91126830778609	-3.31778097586603	3.63218402891987
3.91126830778609	-1.99983785115175	4.99146762769272
3.91126830778609	-1.46389303890238	2.40330449650218
3.91126830778609	0.170480872583799	1.43032438886833
3.91126830778609	1.76811218064656	-0.810912021347746
3.91126830778609	2.26745755237874	-3.23344546753608
3.91126830778609	2.84994671533348	-2.49535482725844
3.91126830778609	3.4696253042061	0.00618285266970364
3.91126830778609	4.18910503489389	2.81443129657508
3.91126830778609	6	-3.91453406722962

6	-6	-2.16024933716294
6	-3.31778097586603	-4.8920798208062
6	-1.99983785115175	1.89822393325075
6	-1.46389303890238	-1.68207858068965
6	0.170480872583799	-3.51926915278624
6	1.76811218064656	1.70715037579981
6	2.26745755237874	-4.48941168817198
6	2.84994671533348	1.49851081264136
6	3.4696253042061	1.66916877807545
6	4.18910503489389	2.25031880533803
6	6	3.40025635827345

